Ticker,Name,Year,ISIN Number,SIC Code,GICS Industry,Country or Territory of Domicile,Number of Employees,Total Assets,R&D Expense,R&D Expense Adjusted,Operating Expenses R&D,Cash and Cash Equivalents,Environmental Disclosure Score,Social Disclosure Score,Governance Disclosure Score,Tobin's Q Ratio,Return on Assets,Return on Common Equity,Gross Margin
CCS UN Equity,Century Communities Inc,2016,US1565043007,1531,252010,US,565,1007.528,0,0,0,29.45,#N/A N/A,3.5088,51.7857,0.9805,5.1463,10.9816,19.5181
CCL UN Equity,Carnival Corp,2016,PA1436583006,4400,253010,US,95100,38881,0,0,0,603,51.938,49.1228,66.0714,1.3788,7.1149,11.9867,89.5662
KMT UN Equity,Kennametal Inc,2016,US4891701009,3541,201060,US,11200,2362.783,39.4,0,0,161.579,2.3256,24.5614,55.3571,1.3376,-8.6705,-19.5632,29.3584
LUMN UN Equity,Lumen Technologies Inc,2016,US5502411037,4813,501010,US,40000,47017,0,0,0,222,39.0244,43.75,55.3571,0.9914,1.3232,4.5595,55.5009
LZB UN Equity,La-Z-Boy Inc,2016,US5053361078,2510,252010,US,8700,800.029,8.4,8.4,8.4,112.358,#N/A N/A,#N/A N/A,48.2143,1.9113,10.0661,14.7956,38.1563
SR UN Equity,Spire Inc,2016,US84857L1017,4924,551020,US,1975,6064.4,0,#N/A N/A,#N/A N/A,5.2,1.3793,3.125,55.3571,1.1882,2.5399,8.6002,67.9828
PRI UN Equity,Primerica Inc,2016,US74164M1080,6311,403010,US,2662,11438.943,#N/A N/A,#N/A N/A,#N/A N/A,211.976,#N/A N/A,16.6667,51.7857,1.1696,1.9901,18.3832,#N/A N/A
GWB UN Equity,Great Western Bancorp Inc,2016,US3914161043,6022,401010,US,1487,11531.18,#N/A N/A,#N/A N/A,#N/A N/A,142.152,#N/A N/A,8.3333,51.7857,1.0253,1.1369,7.7658,#N/A N/A
MDC UN Equity,MDC Holdings Inc,2016,US5526761086,1531,252010,US,1318,2528.589,0,0,0,282.909,1.5504,3.5088,51.7857,1.0004,4.1748,7.9856,17.4772
CLF UN Equity,Cleveland-Cliffs Inc,2016,US1858991011,1000,151040,US,2938,1923.9,0,#N/A N/A,#N/A N/A,323.4,34.1085,28.0702,58.9286,2.78,8.5776,#N/A N/A,18.0187
COR UN Equity,CoreSite Realty Corp,2016,US21870Q1058,6798,601010,US,422,1451.303,#N/A N/A,#N/A N/A,#N/A N/A,4.429,3.1008,19.2982,51.7857,2.6328,4.4922,16.2006,#N/A N/A
ALE UN Equity,ALLETE Inc,2016,US0185223007,4931,551010,US,1917,4876.9,0,#N/A N/A,#N/A N/A,27.5,6.2069,20.3125,51.7857,1.2647,3.1787,8.3648,64.3502
CLX UN Equity,Clorox Co/The,2016,US1890541097,2842,303010,US,8000,4510,141,141,141,401,38.7597,54.386,71.4286,4.9034,14.9412,312.2892,45.0963
MLI UN Equity,Mueller Industries Inc,2016,US6247561029,3350,201060,US,4244,1447.476,0,0,0,351.317,#N/A N/A,#N/A N/A,42.8571,1.9636,7.1584,11.5561,16.1568
CMS UN Equity,CMS Energy Corp,2016,US1258961002,4931,551030,US,7699,21622,0,#N/A N/A,#N/A N/A,235,48.9655,39.0625,58.9286,1.3407,2.6288,13.4538,56.1963
BANF UW Equity,BancFirst Corp,2016,US05945F1030,6021,401010,US,1773,7018.952,#N/A N/A,#N/A N/A,#N/A N/A,183.921,#N/A N/A,#N/A N/A,48.2143,1.1083,1.0309,10.343,#N/A N/A
NFG UN Equity,National Fuel Gas Co,2016,US6361801011,4924,551020,US,2080,5636.387,0,0,0,129.972,1.6529,3.125,58.9286,1.5456,-4.7693,-16.3807,89.8113
NPK UN Equity,National Presto Industries Inc,2016,US6372151042,3484,201010,US,1138,417.594,0,0,0,27.034,#N/A N/A,8.7719,51.7857,1.9323,11.0721,12.9267,25.0543
CL UN Equity,Colgate-Palmolive Co,2016,US1941621039,2844,303010,US,35900,12123,289,289,289,1315,48.062,64.9123,71.4286,5.7871,20.2926,#N/A N/A,60.0395
NJR UN Equity,New Jersey Resources Corp,2016,US6460251068,4924,551020,US,1034,3718.57,0,#N/A N/A,#N/A N/A,37.546,9.6552,20.3125,57.1429,1.447,3.7605,11.583,28.0832
CMA UN Equity,Comerica Inc,2016,US2003401070,6021,401010,US,7960,72978,#N/A N/A,#N/A N/A,#N/A N/A,1249,41.9643,50,66.0714,1.0568,0.6586,6.1605,#N/A N/A
NMIH UQ Equity,NMI Holdings Inc,2016,US6292093050,6351,401020,US,276,841.737,#N/A N/A,#N/A N/A,#N/A N/A,47.746,#N/A N/A,8.3333,48.2143,1.1812,8.5097,14.5444,#N/A N/A
OGE UN Equity,OGE Energy Corp,2016,US6708371033,4911,551010,US,2453,9939.6,0,#N/A N/A,#N/A N/A,0.3,35.8621,25,58.9286,1.3256,3.4651,9.9914,61.0437
OLN UN Equity,Olin Corp,2016,US6806652052,2800,151010,US,6400,8762.6,10.9,#N/A N/A,#N/A N/A,184.5,3.1008,19.2982,57.1429,1.224,-0.0431,-0.1662,11.2943
CAG UN Equity,Conagra Brands Inc,2016,US2058871029,2000,302020,US,20900,13390.6,0,#N/A N/A,#N/A N/A,834.5,47.2868,59.6491,66.0714,2.2043,-4.3921,-16.4328,28.0375
CNXC UW Equity,Concentrix Corp,2016,US20602D1019,7389,451020,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
VBTX UQ Equity,Veritex Holdings Inc,2016,US9234511080,6022,401010,US,160,1408.507,#N/A N/A,#N/A N/A,#N/A N/A,15.631,1.7857,21.6667,46.4286,1.1184,1.0254,6.7819,#N/A N/A
OMI UN Equity,Owens & Minor Inc,2016,US6907321029,5047,351020,US,7900,2717.752,0,0,0,185.488,1.5504,3.5088,51.7857,1.4392,3.962,11.0251,12.2108
ED UN Equity,Consolidated Edison Inc,2016,US2091151041,4931,551030,US,14960,48255,24,#N/A N/A,#N/A N/A,776,44.1379,62.5,58.9286,1.1694,2.6518,9.1042,74.4265
AAN UN Equity,Aaron's Co Inc/The,2016,US00258W1080,7359,255040,US,10200,1588.143,0,#N/A N/A,#N/A N/A,283.113,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.1708,10.7074,56.1158
OXM UN Equity,Oxford Industries Inc,2016,US6914973093,2320,252030,US,5500,582.69,0,0,0,6.323,#N/A N/A,3.5088,55.3571,2.4165,5.0721,9.7798,57.5787
XRX UW Equity,Xerox Holdings Corp,2016,US98421M1062,3577,452020,US,37600,18051,476,476,476,2223,53.4884,33.3333,62.5,1.2345,-2.1609,-6.8529,39.5599
SCI UN Equity,Service Corp International/US,2016,US8175651046,7200,253020,US,15361,12038.149,0,0,0,194.986,#N/A N/A,19.2982,51.7857,1.3561,1.4931,15.5473,22.3299
BIG UN Equity,Big Lots Inc,2016,US0893021032,5331,255030,US,11400,1640.37,0,0,0,54.144,#N/A N/A,14.0351,55.3571,1.7216,8.7217,18.9233,39.8248
PKE UN Equity,Park Aerospace Corp,2016,US70014A1043,3728,201010,US,451,314.777,0,0,0,97.757,1.5504,14.0351,51.7857,1.3344,5.4185,9.948,29.3113
AFG UN Equity,American Financial Group Inc/OH,2016,US0259321042,6331,403010,US,6600,55072,#N/A N/A,#N/A N/A,#N/A N/A,2107,#N/A N/A,3.3333,51.7857,1.0498,1.2373,13.6517,#N/A N/A
GLW UN Equity,Corning Inc,2016,US2193501051,3357,452030,US,40700,27899,736,736,736,5291,17.8295,19.2982,55.3571,1.2466,13.0968,22.4245,40.0745
PVH UN Equity,PVH Corp,2016,US6936561009,2320,252030,US,18200,10673.8,0,0,0,556.4,26.3566,43.8596,60.7143,1.1337,5.325,12.839,51.8883
CMI UN Equity,Cummins Inc,2016,US2310211063,3510,201060,US,55400,15011,637,637,637,1120,49.6124,49.1228,60.7143,2.067,9.2486,19.5224,25.4612
AEL UN Equity,American Equity Investment Life Holding,2016,US0256762065,6311,403010,US,530,56053.472,#N/A N/A,#N/A N/A,#N/A N/A,791.266,#N/A N/A,8.3333,51.7857,0.9945,0.1584,3.9301,#N/A N/A
DHR UN Equity,Danaher Corp,2016,US2358511028,3823,352030,US,62000,45295.3,975.1,975.1,975.1,963.7,6.2016,14.0351,51.7857,1.6817,5.4614,10.9305,55.2919
PCH UW Equity,PotlatchDeltic Corp,2016,US7376301039,2621,601010,US,953,927.681,0,0,0,82.584,#N/A N/A,#N/A N/A,55.3571,2.6507,1.1251,6.0765,22.8335
TGT UN Equity,Target Corp,2016,US87612E1064,5331,255030,US,341000,40262,0,0,0,1038,48.9583,49.1228,69.6429,1.7614,8.2594,24.9536,29.1983
RJF UN Equity,Raymond James Financial Inc,2016,US7547301090,6211,402030,US,11900,31486.976,#N/A N/A,#N/A N/A,#N/A N/A,1650.452,2.6786,8.3333,51.7857,1.1055,1.8268,11.1901,#N/A N/A
DE UN Equity,Deere & Co,2016,US2441991054,3523,201060,US,56800,57918.5,1393.7,1393.7,1393.7,4335.8,10.8527,33.3333,55.3571,1.3673,2.6305,22.979,31.7066
VRA UW Equity,Vera Bradley Inc,2016,US92335C1062,3100,252030,US,2950,380.679,0,0,0,97.681,#N/A N/A,19.2982,51.7857,1.7144,7.2716,9.6741,55.9471
RLI UN Equity,RLI Corp,2016,US7496071074,#N/A N/A,403010,US,943,2777.633,#N/A N/A,#N/A N/A,#N/A N/A,18.269,1.7857,13.3333,51.7857,1.7023,4.169,13.9547,#N/A N/A
D UN Equity,Dominion Energy Inc,2016,US25746U1097,4911,551030,US,16200,71610,0,#N/A N/A,#N/A N/A,261,44.1379,32.8125,66.0714,1.4677,3.2597,15.5708,75.3685
ROL UN Equity,Rollins Inc,2016,US7757111049,7340,202010,US,12153,916.538,0,0,0,142.785,1.5504,14.0351,51.7857,8.4066,18.9633,30.6376,50.9146
DOV UN Equity,Dover Corp,2016,US2600031080,3530,201060,US,29000,10115.991,104.479,#N/A N/A,#N/A N/A,349.146,9.3023,14.0351,51.7857,1.7757,5.4363,13.672,36.3828
SPNT UN Equity,SiriusPoint Ltd,2016,BMG8192H1060,6331,403010,BM,26,3895.644,#N/A N/A,#N/A N/A,#N/A N/A,9.951,#N/A N/A,#N/A N/A,48.2143,0.9528,0.7428,1.972,#N/A N/A
HTH UN Equity,Hilltop Holdings Inc,2016,US4327481010,6022,401010,US,5400,12738.062,#N/A N/A,#N/A N/A,#N/A N/A,669.357,#N/A N/A,8.3333,55.3571,1.0837,1.1859,8.0881,#N/A N/A
TRUP UQ Equity,Trupanion Inc,2016,US8982021060,6324,403010,US,450,82.345,9.534,9.534,9.534,23.637,#N/A N/A,#N/A N/A,48.2143,6.0168,-8.999,-15.3124,17.6847
SJI UN Equity,South Jersey Industries Inc,2016,US8385181081,4924,551020,US,750,3730.567,0,#N/A N/A,#N/A N/A,18.282,7.5862,42.1875,51.7857,1.3722,3.2991,10.2124,43.9472
DUK UN Equity,Duke Energy Corp,2016,US26441C2044,4931,551010,US,28798,132761,0,#N/A N/A,#N/A N/A,392,55.1724,54.6875,69.6429,1.1002,1.695,5.3294,69.705
SWX UN Equity,Southwest Gas Holdings Inc,2016,US8448951025,4923,551020,US,2247,5581.126,0,#N/A N/A,#N/A N/A,28.066,4.1379,21.875,51.7857,1.3538,2.7796,9.3337,42.2252
ETN UN Equity,Eaton Corp PLC,2016,IE00B8KQN827,3590,201040,US,95000,30476,589,589,589,543,44.186,43.8596,69.6429,1.4986,6.2337,12.714,32.096
SMP UN Equity,Standard Motor Products Inc,2016,US8536661056,3714,251010,US,4100,768.697,0,0,0,19.796,#N/A N/A,#N/A N/A,48.2143,2.0072,8.3365,14.5089,30.4669
LPG UN Equity,Dorian LPG Ltd,2016,MHY2106R1100,4412,101020,US,67,1842.1782,0,0,0,46.412,#N/A N/A,#N/A N/A,48.2143,0.7514,8.8185,13.9539,64.8085
ECL UN Equity,Ecolab Inc,2016,US2788651006,#N/A N/A,151010,US,47565,18330.2,189,189,189,327.4,62.0155,38.5965,76.7857,2.4895,6.6515,17.8061,47.5481
PKI UN Equity,PerkinElmer Inc,2016,US7140461093,3826,352030,US,8000,4276.683,124.3,124.278,124.278,359.265,44.9612,28.0702,55.3571,1.8331,5.5502,10.9896,47.901
SXI UN Equity,Standex International Corp,2016,US8542311076,3580,201060,US,5300,690.457,4.9,#N/A N/A,#N/A N/A,121.988,#N/A N/A,22.807,55.3571,1.981,7.7147,14.4896,33.5628
MXL UN Equity,MaxLinear Inc,2016,US57776J1007,3674,453010,US,553,422.652,97.745,97.051,97.745,81.086,#N/A N/A,14.0351,51.7857,3.5204,16.19,19.9211,59.3015
SF UN Equity,Stifel Financial Corp,2016,US8606301021,6211,402030,US,7100,19129.356,#N/A N/A,#N/A N/A,#N/A N/A,912.932,1.7857,5,55.3571,1.0387,0.5022,3.0552,#N/A N/A
EMR UN Equity,Emerson Electric Co,2016,US2910111044,3600,201040,US,103500,21732,320,#N/A N/A,#N/A N/A,3182,27.1318,42.1053,60.7143,2.2641,7.4623,20.8959,43.1208
RGR UN Equity,Sturm Ruger & Co Inc,2016,US8641591081,3484,252020,US,2110,346.879,8.7,8.7,8.7,87.126,#N/A N/A,#N/A N/A,51.7857,3.0727,26.3962,35.4397,33.049
EOG UN Equity,EOG Resources Inc,2016,US26875P1012,1311,101020,US,2650,29299.201,0,0,0,1599.895,17.3554,48.4375,58.9286,2.5128,-3.898,-8.1463,23.9904
ETR UN Equity,Entergy Corp,2016,US29364G1031,4911,551010,US,13000,45904.434,0,#N/A N/A,#N/A N/A,1187.844,35.8621,54.6875,71.4286,1.1106,-1.2468,-6.732,72.065
EFX UN Equity,Equifax Inc,2016,US2944291051,7320,202020,US,9500,6664,0,0,0,129.3,1.5504,14.0351,60.7143,2.7277,8.7555,19.6558,64.5966
THO UN Equity,Thor Industries Inc,2016,US8851601018,3716,251020,US,14900,2325.464,0,0,0,209.902,1.5504,19.2982,55.3571,2.1833,13.3998,22.0149,15.8513
EQT UN Equity,EQT Corp,2016,US26884L1098,1311,101020,US,1809,15472.922,0,0,0,1103.54,47.1074,67.1875,66.0714,1.3518,-3.0764,-8.2827,0.132
PK UN Equity,Park Hotels & Resorts Inc,2016,US7005171050,7011,601010,US,200,9834,#N/A N/A,#N/A N/A,#N/A N/A,293,5.4264,3.5088,37.5,#N/A N/A,1.3557,3.9743,#N/A N/A
WBA UW Equity,Walgreens Boots Alliance Inc,2016,US9314271084,5912,301010,US,240000,72688,0,0,0,9807,33.3333,38.5965,62.5,1.7914,5.8995,13.7403,25.457
CTVA UN Equity,Corteva Inc,2016,US22052L1044,#N/A N/A,151010,US,#N/A N/A,#N/A N/A,1507,1507,1507,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,40.2393
TR UN Equity,Tootsie Roll Industries Inc,2016,US8905161076,2060,302020,US,2000,920.101,0,0,0,119.145,#N/A N/A,14.0351,51.7857,2.8984,7.3818,9.579,38.3402
TTC UN Equity,Toro Co/The,2016,US8910921084,3524,201060,US,6834,1387.518,77.4,#N/A N/A,#N/A N/A,273.555,15.5039,22.807,55.3571,4.3452,17.1668,45.642,36.5607
TG UN Equity,Tredegar Corp,2016,US8946501009,3350,151010,US,2800,651.162,19.122,19.122,19.122,29.511,#N/A N/A,14.0351,55.3571,1.7366,3.8395,8.3855,16.0134
FDX UN Equity,FedEx Corp,2016,US31428X1063,4513,203010,US,153441,45959,0,0,0,3534,73.6434,43.8596,60.7143,1.6572,4.4127,12.649,23.4806
UGI UN Equity,UGI Corp,2016,US9026811052,4932,551020,US,8300,10847.2,0,#N/A N/A,#N/A N/A,502.8,1.3793,7.8125,55.3571,1.4592,3.4146,13.1753,57.1293
M UN Equity,Macy's Inc,2016,US55616P1049,5311,255030,US,157900,20576,0,0,0,1109,19.7917,43.8596,55.3571,1.4029,5.1162,22.2684,39.0819
UNF UN Equity,UniFirst Corp/MA,2016,US9047081040,7200,202010,US,13000,1702.007,0,0,0,363.795,#N/A N/A,8.7719,51.7857,1.7177,7.729,9.5916,38.6649
FMC UN Equity,FMC Corp,2016,US3024913036,2800,151010,US,5900,6139.3,134.5,134.5,134.5,64.2,46.5116,54.386,69.6429,1.9128,3.3549,10.917,36.6773
F UN Equity,Ford Motor Co,2016,US3453708600,3711,251020,US,201000,237951,7300,#N/A N/A,#N/A N/A,15905,46.5116,47.3684,66.0714,1.08,1.9828,15.8756,11.0395
CHCT UN Equity,Community Healthcare Trust Inc,2016,US20369C1062,6798,601010,US,13,251.529,#N/A N/A,#N/A N/A,#N/A N/A,1.568,#N/A N/A,8.7719,51.7857,1.4179,1.3801,1.7206,#N/A N/A
SXT UN Equity,Sensient Technologies Corp,2016,US81725T1007,2860,151010,US,4083,1667.86,40.9,40.9,40.9,25.865,4.6512,17.5439,51.7857,2.5832,7.4894,15.0227,34.3713
MDLZ UW Equity,Mondelez International Inc,2016,US6092071058,2000,302020,US,90000,61538,376,376,376,1741,41.0853,24.5614,66.0714,1.6921,2.6676,6.24,39.0696
NEE UN Equity,NextEra Energy Inc,2016,US65339F1012,4911,551010,US,14700,89993,0,#N/A N/A,#N/A N/A,1292,40,32.8125,67.8571,1.3508,3.3698,12.3884,75.2634
UHT UN Equity,Universal Health Realty Income Trust,2016,US91359E1055,6798,601010,US,#N/A N/A,524.75,#N/A N/A,#N/A N/A,#N/A N/A,3.93,1.5504,3.5088,51.7857,2.3353,3.5016,8.9123,#N/A N/A
BEN UN Equity,Franklin Resources Inc,2016,US3546131018,6282,402030,US,9059,16098.8,#N/A N/A,#N/A N/A,#N/A N/A,8483.3,10.7143,11.6667,51.7857,1.5188,10.6473,14.4326,#N/A N/A
PYPL UW Equity,PayPal Holdings Inc,2016,US70450Y1038,7389,451020,US,18100,33103,834,834,834,1590,6.9767,19.2982,51.7857,1.9947,4.5205,9.8416,#N/A N/A
THRM UW Equity,Gentherm Inc,2016,US37253A1034,3714,251010,US,11685,843.03,72.923,72.923,72.923,177.187,#N/A N/A,#N/A N/A,48.2143,1.9208,10.2721,18.1362,32.1531
UVV UN Equity,Universal Corp/VA,2016,US9134561094,5150,302030,US,24000,2231.177,0,0,0,319.447,12.4031,14.0351,51.7857,1.0394,4.9333,8.0334,19.2103
FCX UN Equity,Freeport-McMoRan Inc,2016,US35671D8570,#N/A N/A,151040,US,25200,37317,0,0,0,4245,55.814,52.6316,66.0714,1.3486,-9.903,-59.8602,-18.5435
PBF UN Equity,PBF Energy Inc,2016,US69318G1067,2911,101020,US,3165,7621.927,0,0,0,746.274,3.1008,14.0351,51.7857,1.092,2.4887,9.3026,14.5856
TGNA UN Equity,TEGNA Inc,2016,US87901J1051,4833,502010,US,10121,8542.725,0,0,0,15.879,6.2016,8.7719,58.9286,1.2712,5.1229,19.568,60.3084
GPS UN Equity,Gap Inc/The,2016,US3647601083,5651,255040,US,141000,7473,0,0,0,1370,42.7083,54.386,62.5,1.9727,12.1348,33.2851,36.2094
AVA UN Equity,Avista Corp,2016,US05379B1070,4931,551030,US,#N/A N/A,5309.755,0,#N/A N/A,#N/A N/A,8.507,6.8966,25,58.9286,1.1729,2.6864,8.6379,61.7766
GD UN Equity,General Dynamics Corp,2016,US3695501086,3730,201010,US,98800,33172,418,418,418,2334,11.6279,35.0877,55.3571,2.2636,7.8933,24.4498,18.5367
HPE UN Equity,Hewlett Packard Enterprise Co,2016,US42824C1099,3570,452020,US,195000,79629,1714,1714,1714,12987,48.062,47.3684,67.8571,1.0548,3.9625,9.7242,32.2754
UCTT UW Equity,Ultra Clean Holdings Inc,2016,US90385V1070,3674,453010,US,2188,380.697,9.9,9.9,9.9,52.465,#N/A N/A,#N/A N/A,48.2143,1.272,2.8042,4.8198,15.421
GIS UN Equity,General Mills Inc,2016,US3703341046,2040,302020,US,39000,21712.3,222.1,#N/A N/A,#N/A N/A,763.7,44.9612,49.1228,66.0714,2.501,7.7725,34.198,35.1957
WST UN Equity,West Pharmaceutical Services Inc,2016,US9553061055,3060,352030,US,7100,1716.7,36.8,36.8,36.8,203,23.2558,24.5614,60.7143,3.9612,8.4178,13.4118,33.2251
GPC UN Equity,Genuine Parts Co,2016,US3724601055,5013,255010,US,40000,8859.4,0,0,0,242.879,8.5271,14.0351,55.3571,2.24,8.0832,21.6785,29.985
INGN UW Equity,Inogen Inc,2016,US45780L1044,3842,351010,US,602,214.049,5.113,5.113,5.113,92.851,#N/A N/A,8.7719,51.7857,6.5478,10.9329,12.9824,47.9764
WWW UN Equity,Wolverine World Wide Inc,2016,US9780971035,3140,252030,US,5860,2431.7,0,0,0,369.8,8.5271,22.807,55.3571,1.4792,3.6045,8.8695,38.4791
ASGN UN Equity,ASGN Inc,2016,US00191U1025,7363,202020,US,3620,1752.667,0,0,0,27.044,#N/A N/A,3.5088,48.2143,1.8325,5.5228,11.7553,32.584
GWW UN Equity,WW Grainger Inc,2016,US3848021040,5000,201070,US,25600,5694.307,0,0,0,274.146,37.2093,33.3333,66.0714,3.0827,10.4904,29.5491,40.5887
CBRL UW Equity,Cracker Barrel Old Country Store Inc,2016,US22410J1060,5812,253010,US,73000,1497.664,0,0,0,150.966,2.0833,14.0351,51.7857,3.1664,12.3166,35.5588,14.5399
HAL UN Equity,Halliburton Co,2016,US4062161017,1389,101010,US,50000,27000,329,329,329,4009,46.5116,33.3333,75,2.3864,-18.0257,-46.3431,5.4762
HNI UN Equity,HNI Corp,2016,US4042511000,2522,202010,US,8900,1330.234,28.1,#N/A N/A,#N/A N/A,36.312,#N/A N/A,#N/A N/A,51.7857,2.4766,6.5977,17.5083,37.895
HOG UN Equity,Harley-Davidson Inc,2016,US4128221086,3751,251020,US,6000,9890.24,172.3,0,0,759.984,34.8837,19.2982,55.3571,1.8437,6.9693,36.8191,37.7952
KELYA UW Equity,Kelly Services Inc,2016,US4881522084,7363,202020,US,1100,2028.1,0,0,0,29.6,15.5039,22.807,55.3571,0.9327,6.0892,12.3938,17.1752
LHX UN Equity,L3Harris Technologies Inc,2016,US5024311095,3812,201010,US,21000,12009,305,305,305,487,12.4031,29.8246,55.3571,1.6027,2.578,9.9799,34.9132
NCLH UN Equity,Norwegian Cruise Line Holdings Ltd,2016,BMG667211046,4400,253010,US,30000,12973.911,0,0,0,128.347,13.9535,7.0175,51.7857,1.3952,5.0168,15.2209,65.0929
KNX UN Equity,Knight-Swift Transportation Holdings Inc,2016,US4990491049,4213,203040,US,21800,1078.525,0,0,0,8.021,1.5504,14.0351,51.7857,2.7876,4.692,13.3756,20.4502
MLKN UW Equity,MillerKnoll Inc,2016,US6005441000,2520,202010,US,7607,1235.2,77.1,77.1,77.1,84.9,37.9845,24.5614,60.7143,2.109,11.2817,28.7185,38.5977
PEAK UN Equity,Healthpeak Properties Inc,2016,US42250P1030,6798,601010,US,188,15759.265,#N/A N/A,#N/A N/A,#N/A N/A,94.73,48.8372,54.386,62.5,1.5307,3.3742,8.415,#N/A N/A
SON UN Equity,Sonoco Products Co,2016,US8354951027,2650,151030,US,20000,3923.203,22.5,#N/A N/A,#N/A N/A,257.226,34.8837,33.3333,60.7143,1.9419,7.2178,18.8116,19.5996
JRVR UW Equity,James River Group Holdings Ltd,2016,BMG5005R1079,6331,403010,BM,557,2346.533,#N/A N/A,#N/A N/A,#N/A N/A,109.784,1.7857,8.3333,51.7857,1.2226,3.3835,10.838,#N/A N/A
HP UN Equity,Helmerich & Payne Inc,2016,US4234521015,1381,101010,US,#N/A N/A,6832.019,10.269,10.269,10.269,905.561,1.5504,17.5439,51.7857,1.3971,-0.813,-1.2411,7.8092
HSY UN Equity,Hershey Co/The,2016,US4278661081,2060,302020,US,16300,5524.333,47.268,47.268,47.268,296.967,41.8605,43.8596,60.7143,4.8318,13.2499,80.7291,42.4437
AAON UW Equity,AAON Inc,2016,US0003602069,3585,201020,US,1619,256.53,12,12,12,24.153,#N/A N/A,#N/A N/A,48.2143,6.9807,21.8135,27.7411,30.7518
FL UN Equity,Foot Locker Inc,2016,US3448491049,5661,255040,US,14944,3775,0,0,0,1021,#N/A N/A,8.7719,55.3571,2.7751,14.7171,21.43,33.7965
HRL UN Equity,Hormel Foods Corp,2016,US4404521001,2011,302020,US,21100,6370.067,34.7,#N/A N/A,#N/A N/A,415.143,24.031,54.386,66.0714,3.4726,14.2296,21.0758,22.6622
INN UN Equity,Summit Hotel Properties Inc,2016,US8660821005,6798,601010,US,44,1718.505,#N/A N/A,#N/A N/A,#N/A N/A,34.694,#N/A N/A,3.5088,48.2143,1.4222,6.5457,12.3612,#N/A N/A
ARCB UW Equity,ArcBest Corp,2016,US03937C1053,4213,203040,US,13000,1309.992,0,0,0,114.28,3.1008,19.2982,55.3571,1.0834,1.4499,3.1178,30.2708
CNP UN Equity,CenterPoint Energy Inc,2016,US15189T1079,4911,551030,US,7727,21829,0,#N/A N/A,#N/A N/A,341,7.5862,37.5,55.3571,1.3276,2.0017,12.4837,60.6004
LECO UW Equity,Lincoln Electric Holdings Inc,2016,US5339001068,3540,201060,US,9000,1943.437,44.72,0,0,379.179,24.031,14.0351,55.3571,3.2248,10.6448,24.1499,34.7003
HUM UN Equity,Humana Inc,2016,US4448591028,6324,351020,US,47900,25396,#N/A N/A,0,0,3877,36.4341,28.0702,62.5,1.7794,2.4524,5.839,17.2346
ITW UN Equity,Illinois Tool Works Inc,2016,US4523081093,3560,201060,US,50000,15201,223,223,223,2472,35.6589,33.3333,55.3571,3.5148,13.1587,42.9415,41.8487
TT UN Equity,Trane Technologies PLC,2016,IE00BK9ZQ967,3822,201020,IE,45000,17397.4,207.9,#N/A N/A,#N/A N/A,1714.7,45.7364,42.1053,69.6429,1.7353,8.6543,23.6941,31.098
AAT UN Equity,American Assets Trust Inc,2016,US0240131047,6798,601010,US,164,1986.933,#N/A N/A,#N/A N/A,#N/A N/A,44.801,#N/A N/A,#N/A N/A,48.2143,1.5841,2.3018,4.05,#N/A N/A
AVD UN Equity,American Vanguard Corp,2016,US0303711081,2870,151010,US,395,429.956,6.998,#N/A N/A,#N/A N/A,7.869,#N/A N/A,#N/A N/A,51.7857,1.6518,2.956,4.6452,41.1031
IPG UN Equity,Interpublic Group of Cos Inc/The,2016,US4606901001,7311,502010,US,49200,12485.2,0,0,0,1097.6,17.0543,38.5965,60.7143,1.5727,4.8543,30.5579,#N/A N/A
CHEF UW Equity,Chefs' Warehouse Inc/The,2016,US1630861011,5141,301010,US,1948,633.538,0,0,0,32.862,#N/A N/A,#N/A N/A,48.2143,1.3496,0.4983,1.5839,25.2515
TVTY UW Equity,Tivity Health Inc,2016,US88870R1023,8090,351020,US,500,544.782,0,0,0,1.602,#N/A N/A,#N/A N/A,48.2143,2.2784,-20.5312,-54.9539,28.7183
IFF UN Equity,International Flavors & Fragrances Inc,2016,US4595061015,2860,151010,US,6932,4016.984,254.263,254.263,254.263,323.992,68.2171,47.3684,73.2143,2.9187,10.4944,25.1841,44.8945
NLSN UN Equity,Nielsen Holdings PLC,2016,GB00BWFY5505,7389,202020,US,43000,15730,0,0,0,754,29.4574,38.5965,66.0714,1.6925,3.2353,11.7633,58.6781
NGVT UN Equity,Ingevity Corp,2016,US45688C1071,2800,151010,US,#N/A N/A,832.8,7.6,7.6,7.6,30.5,17.0543,22.807,51.7857,3.6218,4.3686,10.9897,30.2103
J UN Equity,Jacobs Engineering Group Inc,2016,US4698141078,1600,202020,US,43800,7360.022,0,0,0,655.716,15.5039,38.5965,57.1429,1.2704,2.7791,4.9191,16.1237
NXRT UN Equity,NexPoint Residential Trust Inc,2016,US65341D1028,#N/A N/A,601010,US,2,1035.397,#N/A N/A,#N/A N/A,#N/A N/A,22.705,1.5504,14.0351,55.3571,1.2358,2.1822,9.659,#N/A N/A
